Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Date Time
United Republic of Tanzania,Kisesa,24,Good,8,Good,95,Good,78,Good,7,Good,2021-11-16 05:00:00
India,Manohar Thana,168,Unhealthy,1,Good,20,Good,67,Good,60,Unhealthy,2021-06-06 10:00:00
United States of America,Lompoc,38,Good,13,Good,39,Good,68,Good,12,Good,2021-08-31 05:00:00
Russian Federation,Cherdakly,51,Moderate,4,Good,14,Good,83,Good,33,Moderate,2021-03-06 21:00:00
France,Levallois Perret,70,Moderate,13,Good,37,Good,53,Good,23,Moderate,2021-09-15 02:00:00
France,Epernay,53,Moderate,12,Good,75,Good,28,Good,18,Moderate,2021-11-27 20:00:00
Iran (Islamic Republic of),Bandar E Torkaman,153,Unhealthy,1,Good,89,Good,77,Good,126,Unhealthy,2021-06-18 01:00:00
Japan,Inuyama,47,Good,2,Good,64,Good,47,Good,11,Good,2021-07-07 19:00:00
Hungary,Tata,66,Moderate,5,Good,34,Good,45,Good,26,Moderate,2021-08-26 15:00:00
Germany,Wehr,94,Moderate,9,Good,42,Good,36,Good,20,Moderate,2021-02-09 17:00:00
Brazil,Iguaba Grande,61,Moderate,2,Good,88,Good,19,Good,15,Moderate,2021-10-16 03:00:00
Italy,Pavullo Nel Frignano,95,Moderate,1,Good,17,Good,6,Good,25,Moderate,2021-12-11 22:00:00
Belgium,De Pinte,36,Good,11,Good,100,Good,75,Good,3,Good,2021-07-04 20:00:00
Brazil,Caririacu,27,Good,6,Good,18,Good,24,Good,9,Good,2021-01-07 23:00:00
United States of America,Shawnee,95,Moderate,11,Good,18,Good,37,Good,28,Moderate,2021-02-14 03:00:00
India,Neyveli,61,Moderate,4,Good,111,Good,77,Good,28,Moderate,2021-10-18 08:00:00
United States of America,Beeville,36,Good,4,Good,58,Good,60,Good,1,Good,2021-06-11 14:00:00
France,Levallois Perret,70,Moderate,8,Good,33,Good,69,Good,18,Moderate,2021-09-30 21:00:00
United States of America,Rock Springs,22,Good,8,Good,114,Good,8,Good,7,Good,2021-06-21 03:00:00
Poland,Katowice,80,Moderate,8,Good,78,Good,35,Good,21,Moderate,2021-04-21 05:00:00
United States of America,Hopkins,54,Moderate,6,Good,74,Good,88,Good,16,Moderate,2021-07-08 09:00:00
Brazil,Piquete,52,Moderate,6,Good,93,Good,2,Good,20,Moderate,2021-12-13 16:00:00
France,Luneville,38,Good,6,Good,7,Good,85,Good,7,Good,2021-06-17 02:00:00
Poland,Pulawy,30,Good,1,Good,48,Good,84,Good,10,Good,2021-03-03 21:00:00
Madagascar,Arivonimamo,21,Good,8,Good,110,Good,3,Good,8,Good,2021-02-23 11:00:00
Russian Federation,Gusev,34,Good,6,Good,83,Good,34,Good,6,Good,2021-05-11 16:00:00
India,Mundwa,212,Very Unhealthy,7,Good,67,Good,73,Good,217,Very Unhealthy,2021-11-09 22:00:00
United States of America,Orange,51,Moderate,10,Good,91,Good,78,Good,35,Moderate,2021-01-20 16:00:00
Afghanistan,Dawlatabad,92,Moderate,1,Good,112,Good,96,Good,13,Moderate,2021-02-27 02:00:00
United States of America,Rosedale,42,Good,14,Good,13,Good,89,Good,4,Good,2021-06-15 05:00:00
Brazil,Russas,28,Good,9,Good,25,Good,76,Good,5,Good,2021-10-06 00:00:00
Pakistan,Bhopalwala,153,Unhealthy,10,Good,60,Unhealthy for Sensitive Groups,1,Good,92,Unhealthy,2021-11-13 02:00:00
Russian Federation,Izberbash,51,Moderate,12,Good,56,Good,21,Good,22,Moderate,2021-07-02 16:00:00
Poland,Krotoszyn,55,Moderate,3,Good,24,Good,47,Good,17,Moderate,2021-07-06 10:00:00
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,0,Good,100,Good,2,Good,10,Good,2021-01-18 08:00:00
India,Rudarpur,119,Unhealthy for Sensitive Groups,4,Good,70,Moderate,29,Good,46,Unhealthy for Sensitive Groups,2021-03-25 00:00:00
United States of America,Corsicana,47,Good,1,Good,30,Good,31,Good,10,Good,2021-06-28 13:00:00
France,Ajaccio,44,Good,12,Good,100,Good,70,Good,9,Good,2020-04-07 04:00:00
India,Mangaldai,64,Moderate,14,Good,18,Good,93,Good,33,Moderate,2020-06-07 00:00:00
Brazil,Carazinho,19,Good,11,Good,24,Good,83,Good,12,Good,2020-07-05 02:00:00
Thailand,Chumphon,41,Good,9,Good,93,Good,53,Good,4,Good,2020-01-24 13:00:00
Pakistan,Sarai Naurang,175,Unhealthy,2,Good,2,Moderate,67,Good,79,Unhealthy,2020-02-12 17:00:00
France,Limeil Brevannes,73,Moderate,5,Good,61,Good,45,Good,15,Moderate,2020-04-27 06:00:00
Italy,Porto Empedocle,65,Moderate,10,Good,119,Good,99,Good,29,Moderate,2020-09-09 05:00:00
India,Polur,60,Moderate,2,Good,9,Good,27,Good,18,Moderate,2020-07-27 03:00:00
India,Cumbum,106,Unhealthy for Sensitive Groups,13,Good,110,Good,45,Good,36,Unhealthy for Sensitive Groups,2020-04-25 04:00:00
France,Saint Benoit,57,Moderate,7,Good,102,Good,0,Good,16,Moderate,2020-10-23 20:00:00
Germany,Tostedt,35,Good,4,Good,51,Good,24,Good,12,Good,2020-07-31 10:00:00
France,Saint Sebastien Sur Loire,32,Good,12,Good,58,Good,63,Good,11,Good,2020-06-13 11:00:00
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,5,Good,55,Good,13,Good,22,Moderate,2020-07-02 10:00:00
India,Silvassa,134,Unhealthy for Sensitive Groups,9,Good,101,Good,10,Good,42,Unhealthy for Sensitive Groups,2020-10-04 20:00:00
Italy,Trebaseleghe,78,Moderate,5,Good,0,Good,38,Good,32,Moderate,2020-07-26 11:00:00
Guatemala,San Pedro Sacatepequez,57,Moderate,12,Good,82,Good,15,Good,22,Moderate,2020-11-16 09:00:00
Montenegro,Niksic,79,Moderate,5,Good,35,Good,40,Good,15,Moderate,2020-02-25 05:00:00
Madagascar,Nosy Varika,25,Good,6,Good,76,Good,99,Good,3,Good,2020-11-12 04:00:00
Spain,Martorell,36,Good,3,Good,76,Good,64,Good,11,Good,2020-10-10 18:00:00
India,Tirur,71,Moderate,13,Good,118,Good,60,Good,34,Moderate,2020-04-15 15:00:00
Germany,Rehburg Loccum,43,Good,10,Good,84,Good,21,Good,10,Good,2020-02-03 22:00:00
Brazil,Vitoria Da Conquista,38,Good,0,Good,91,Good,3,Good,11,Good,2020-02-08 05:00:00
United States of America,Fairview Heights,45,Good,3,Good,17,Good,49,Good,12,Good,2020-05-29 06:00:00
India,Sanquelim,84,Moderate,6,Good,79,Good,42,Good,29,Moderate,2020-04-12 07:00:00
Belgium,Soignies,49,Good,13,Good,105,Good,25,Good,4,Good,2020-05-10 08:00:00
Brazil,Sertanopolis,36,Good,6,Good,12,Good,55,Good,0,Good,2020-09-24 11:00:00
Cameroon,Guider,76,Moderate,0,Good,86,Good,27,Good,14,Moderate,2020-05-19 02:00:00
Afghanistan,Geresk,106,Unhealthy for Sensitive Groups,10,Good,40,Good,41,Good,46,Unhealthy for Sensitive Groups,2020-02-20 09:00:00
United States of America,Edison,50,Good,11,Good,9,Good,99,Good,10,Good,2020-02-18 00:00:00
Germany,Bad Langensalza,32,Good,0,Good,74,Good,42,Good,9,Good,2020-04-01 15:00:00
France,Pessac,54,Moderate,1,Good,108,Good,5,Good,31,Moderate,2020-11-14 06:00:00
Philippines,Katipunan,152,Unhealthy,0,Good,92,Good,96,Good,120,Unhealthy,2020-11-26 01:00:00
Slovenia,Celje,85,Moderate,3,Good,49,Good,32,Good,21,Moderate,2020-09-01 10:00:00
China,Shangqiu,132,Unhealthy for Sensitive Groups,8,Good,62,Unhealthy for Sensitive Groups,64,Good,29,Moderate,2020-05-31 10:00:00
South Africa,Fochville,154,Unhealthy,5,Good,78,Good,89,Good,105,Unhealthy,2020-10-05 20:00:00
Belgium,Herzele,51,Moderate,12,Good,98,Good,48,Good,19,Moderate,2020-05-27 10:00:00
United States of America,Beeville,36,Good,11,Good,20,Good,14,Good,11,Good,2020-10-20 05:00:00
Brazil,Varzea Alegre,22,Good,10,Good,105,Good,18,Good,8,Good,2020-02-27 06:00:00
United States of America,Glen Allen,53,Moderate,10,Good,19,Good,26,Good,18,Moderate,2020-04-02 07:00:00
India,Botad,127,Unhealthy for Sensitive Groups,12,Good,52,Good,29,Good,46,Unhealthy for Sensitive Groups,2020-07-09 15:00:00
Greece,Ioannina,69,Moderate,9,Good,28,Good,59,Good,32,Moderate,2020-07-03 22:00:00
El Salvador,Gotera,95,Moderate,4,Good,105,Good,85,Good,31,Moderate,2020-08-17 17:00:00
Ukraine,Chernyakhiv,56,Moderate,5,Good,116,Good,3,Good,25,Moderate,2020-02-07 01:00:00
Spain,San Lorenzo De El Escorial,23,Good,8,Good,71,Good,36,Good,8,Good,2020-09-05 21:00:00
Poland,Szamotuly,51,Moderate,8,Good,81,Good,47,Good,15,Moderate,2020-08-28 11:00:00
Portugal,Lamego,25,Good,2,Good,6,Good,36,Good,5,Good,2020-08-01 11:00:00
Italy,Bracciano,41,Good,11,Good,38,Good,33,Good,5,Good,2020-11-13 21:00:00
United States of America,Woonsocket,42,Good,10,Good,14,Good,60,Good,3,Good,2020-08-11 07:00:00
Panama,Panama,61,Moderate,3,Good,63,Good,18,Good,21,Moderate,2020-01-22 10:00:00
United Republic of Tanzania,Bugarama,45,Good,5,Good,1,Good,65,Good,4,Good,2020-03-02 15:00:00
Thailand,Phon,93,Moderate,7,Good,101,Good,80,Good,25,Moderate,2020-06-25 04:00:00
India,Bhander,166,Unhealthy,6,Good,74,Unhealthy for Sensitive Groups,35,Good,120,Unhealthy,2020-12-10 11:00:00
India,Karimganj,129,Unhealthy for Sensitive Groups,10,Good,19,Good,20,Good,49,Unhealthy for Sensitive Groups,2020-11-11 09:00:00
Viet Nam,Cao Bang,47,Good,13,Good,53,Good,50,Good,10,Good,2020-08-29 23:00:00
Russian Federation,Kurskaya,40,Good,0,Good,74,Good,30,Good,12,Good,2020-04-04 07:00:00
Brazil,Palmares,45,Good,14,Good,70,Good,50,Good,10,Good,2020-06-14 05:00:00
India,Sidhi,162,Unhealthy,6,Good,82,Unhealthy,6,Good,106,Unhealthy,2020-08-30 17:00:00
Myanmar,Loikaw,15,Good,7,Good,20,Good,8,Good,4,Good,2020-10-31 12:00:00
Netherlands,Harenkarspel,38,Good,12,Good,100,Good,22,Good,7,Good,2020-02-19 11:00:00
Lesotho,Quthing,77,Moderate,5,Good,24,Good,33,Good,33,Moderate,2020-06-12 19:00:00
Belgium,Brugge,37,Good,6,Good,70,Good,13,Good,9,Good,2020-01-11 08:00:00
France,Enghien Les Bains,55,Moderate,8,Good,81,Good,25,Good,21,Moderate,2020-04-11 07:00:00
Poland,Szamotuly,51,Moderate,6,Good,64,Good,45,Good,30,Moderate,2020-07-27 08:00:00
Poland,Zory,68,Moderate,2,Good,41,Good,26,Good,28,Moderate,2020-06-29 05:00:00
United States of America,Taylors,58,Moderate,13,Good,20,Good,85,Good,13,Moderate,2020-12-21 09:00:00
Brazil,Novo Cruzeiro,23,Good,12,Good,47,Good,69,Good,12,Good,2020-01-04 16:00:00
United States of America,Berkley,85,Moderate,12,Good,24,Good,86,Good,18,Moderate,2020-09-19 07:00:00
India,Karauli,213,Very Unhealthy,7,Good,39,Good,67,Good,232,Very Unhealthy,2020-02-01 12:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,1,Good,98,Good,71,Good,3,Good,2020-05-03 23:00:00
Honduras,Cofradia,74,Moderate,4,Good,3,Good,42,Good,35,Moderate,2020-02-14 12:00:00
Nigeria,Port Harcourt,179,Unhealthy,11,Good,58,Good,92,Good,127,Unhealthy,2020-08-30 10:00:00
Russian Federation,Uzhur,33,Good,0,Good,76,Good,90,Good,9,Good,2020-11-13 14:00:00
India,Rajur,150,Unhealthy,5,Good,85,Good,3,Good,79,Unhealthy,2020-02-20 12:00:00
Japan,Inuyama,47,Good,2,Good,5,Good,5,Good,2,Good,2020-03-07 15:00:00
Czechia,Pisek,66,Moderate,12,Good,64,Good,71,Good,25,Moderate,2020-06-29 08:00:00
Netherlands,Bussum,38,Good,7,Good,4,Good,42,Good,10,Good,2020-01-25 18:00:00
Congo,Kinkala,68,Moderate,14,Good,88,Good,15,Good,35,Moderate,2020-10-25 01:00:00
Brazil,Barreirinha,25,Good,10,Good,61,Good,78,Good,9,Good,2020-08-29 22:00:00
India,Bali Chak,166,Unhealthy,0,Good,42,Moderate,40,Good,87,Unhealthy,2020-02-07 02:00:00
United States of America,South Lake Tahoe,54,Moderate,5,Good,82,Good,25,Good,21,Moderate,2020-06-10 16:00:00
Russian Federation,Meleuz,36,Good,4,Good,103,Good,3,Good,3,Good,2020-04-23 11:00:00
United States of America,Grand Haven,53,Moderate,7,Good,28,Good,98,Good,35,Moderate,2020-02-21 09:00:00
Guatemala,Cubulco,77,Moderate,4,Good,71,Good,17,Good,22,Moderate,2020-07-30 18:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,13,Good,72,Good,12,Good,53,Unhealthy for Sensitive Groups,2020-02-18 10:00:00
El Salvador,Acajutla,71,Moderate,14,Good,41,Good,73,Good,25,Moderate,2020-05-30 15:00:00
Netherlands,Willemstad,121,Unhealthy for Sensitive Groups,12,Good,67,Good,31,Good,39,Unhealthy for Sensitive Groups,2020-01-01 21:00:00
United States of America,White Settlement,50,Good,6,Good,13,Good,31,Good,12,Good,2020-12-20 03:00:00
United States of America,University Place,44,Good,14,Good,39,Good,46,Good,1,Good,2020-07-17 15:00:00
Netherlands,Haaren,41,Good,12,Good,34,Good,30,Good,10,Good,2020-07-25 22:00:00
Poland,Radzionkow,112,Unhealthy for Sensitive Groups,11,Good,54,Good,14,Good,40,Unhealthy for Sensitive Groups,2020-09-12 12:00:00
Germany,Peine,45,Good,0,Good,114,Good,92,Good,3,Good,2020-06-08 06:00:00
China,Suozhen,156,Unhealthy,14,Good,114,Unhealthy for Sensitive Groups,26,Good,109,Unhealthy,2020-02-22 04:00:00
India,Handia,189,Unhealthy,13,Good,118,Moderate,3,Good,85,Unhealthy,2020-05-27 08:00:00
Romania,Petrila,53,Moderate,13,Good,119,Good,20,Good,19,Moderate,2020-02-23 05:00:00
Netherlands,Breukelen,35,Good,8,Good,67,Good,33,Good,2,Good,2020-08-26 06:00:00
Pakistan,Lalian,173,Unhealthy,5,Good,8,Unhealthy for Sensitive Groups,93,Good,123,Unhealthy,2020-02-21 06:00:00
Italy,Villa Literno,49,Good,11,Good,118,Good,57,Good,5,Good,2020-06-27 00:00:00
Nepal,Baglung,121,Unhealthy for Sensitive Groups,12,Good,20,Good,35,Good,52,Unhealthy for Sensitive Groups,2020-10-14 00:00:00
Germany,Hagen,30,Good,3,Good,55,Good,8,Good,6,Good,2020-03-26 06:00:00
Bulgaria,Kazanlak,56,Moderate,11,Good,87,Good,41,Good,19,Moderate,2020-01-28 21:00:00
Italy,Trezzo,59,Moderate,2,Good,25,Good,72,Good,35,Moderate,2020-10-06 12:00:00
India,Harpalpur,167,Unhealthy,8,Good,81,Unhealthy for Sensitive Groups,38,Good,84,Unhealthy,2020-12-17 21:00:00
United States of America,Little Rock,68,Moderate,11,Good,67,Good,13,Good,31,Moderate,2020-09-12 16:00:00
Italy,Roncade,52,Moderate,9,Good,65,Good,49,Good,16,Moderate,2020-04-27 12:00:00
India,Handia,189,Unhealthy,12,Good,69,Moderate,42,Good,74,Unhealthy,2020-10-01 13:00:00
Brazil,Guapiacu,57,Moderate,6,Good,104,Good,42,Good,17,Moderate,2020-04-04 13:00:00
India,Narnaund,152,Unhealthy,4,Good,59,Unhealthy for Sensitive Groups,67,Good,84,Unhealthy,2020-01-25 09:00:00
Germany,Hameln,37,Good,2,Good,60,Good,85,Good,0,Good,2020-01-23 16:00:00
United Republic of Tanzania,Kilindoni,36,Good,10,Good,35,Good,41,Good,9,Good,2020-05-14 15:00:00
Croatia,Vukovar,69,Moderate,13,Good,12,Good,66,Good,31,Moderate,2020-02-10 14:00:00
Germany,Erlenbach,35,Good,3,Good,92,Good,33,Good,12,Good,2020-01-09 12:00:00
India,Baramula,152,Unhealthy,13,Good,74,Good,12,Good,132,Unhealthy,2020-07-21 04:00:00
Paraguay,Asuncion,26,Good,1,Good,110,Good,94,Good,2,Good,2020-02-29 14:00:00
Japan,Nobeoka,40,Good,9,Good,104,Good,20,Good,2,Good,2020-04-18 01:00:00
Germany,Cadolzburg,64,Moderate,5,Good,19,Moderate,23,Good,31,Moderate,2020-04-07 21:00:00
Philippines,Calatagan,50,Good,5,Good,1,Good,78,Good,7,Good,2020-09-29 14:00:00
India,Shahpura,169,Unhealthy,14,Good,22,Good,89,Good,148,Unhealthy,2020-11-21 18:00:00
United States of America,Takoma Park,47,Good,10,Good,31,Good,10,Good,3,Good,2020-06-29 22:00:00
Mexico,Cuautepec,160,Unhealthy,13,Good,94,Good,8,Good,83,Unhealthy,2020-01-07 16:00:00
United Republic of Tanzania,Maswa,24,Good,13,Good,112,Good,48,Good,11,Good,2020-08-17 14:00:00
France,Coudekerque Branche,44,Good,9,Good,92,Good,90,Good,5,Good,2020-08-05 02:00:00
Belgium,Temse,42,Good,0,Good,5,Good,68,Good,7,Good,2020-03-16 00:00:00
India,Dahanu,76,Moderate,6,Good,6,Good,27,Good,32,Moderate,2020-09-20 22:00:00
Japan,Yoshii,69,Moderate,7,Good,78,Good,72,Good,24,Moderate,2020-03-05 06:00:00
United States of America,Rome,67,Moderate,9,Good,23,Good,11,Good,33,Moderate,2020-10-15 11:00:00
South Africa,Glencoe,139,Unhealthy for Sensitive Groups,9,Good,114,Good,67,Good,52,Unhealthy for Sensitive Groups,2020-05-22 04:00:00
Colombia,Soata,26,Good,5,Good,92,Good,66,Good,5,Good,2020-09-29 17:00:00
Russian Federation,Krasnogvardeyskoye,48,Good,12,Good,75,Good,84,Good,6,Good,2020-04-11 22:00:00
Lesotho,Quthing,77,Moderate,11,Good,61,Good,57,Good,18,Moderate,2020-10-11 23:00:00
Italy,Racconigi,73,Moderate,1,Good,0,Good,14,Good,32,Moderate,2020-03-18 07:00:00
United Kingdom of Great Britain and Northern Ireland,Havant,41,Good,3,Good,78,Good,18,Good,2,Good,2020-06-08 23:00:00
Netherlands,Sint Oedenrode,38,Good,6,Good,112,Good,85,Good,7,Good,2020-05-06 07:00:00
Italy,Porto Empedocle,65,Moderate,2,Good,73,Good,88,Good,27,Moderate,2020-06-23 23:00:00
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,Good,14,Good,7,Good,63,Good,12,Good,2020-03-27 12:00:00
India,Fatehgarh Churian,248,Very Unhealthy,12,Good,81,Unhealthy,62,Good,197,Very Unhealthy,2020-08-11 22:00:00
Poland,Sulecin,55,Moderate,2,Good,58,Good,56,Good,13,Moderate,2020-06-25 23:00:00
Japan,Yatsuo,43,Good,10,Good,94,Good,18,Good,6,Good,2020-06-09 18:00:00
Germany,Lilienthal,65,Moderate,4,Good,16,Good,71,Good,30,Moderate,2020-12-10 18:00:00
India,Karauli,213,Very Unhealthy,9,Good,99,Good,8,Good,235,Very Unhealthy,2020-03-27 22:00:00
Iran (Islamic Republic of),Zanjan,58,Moderate,0,Good,91,Good,41,Good,28,Moderate,2020-09-05 16:00:00
Germany,Goslar,38,Good,14,Good,35,Good,21,Good,4,Good,2020-07-01 04:00:00
India,Hangal,70,Moderate,7,Good,80,Good,16,Good,32,Moderate,2020-04-18 22:00:00
India,Sardhana,160,Unhealthy,7,Good,14,Unhealthy for Sensitive Groups,61,Good,59,Unhealthy,2020-01-15 03:00:00
Japan,Hitoyoshi,52,Moderate,8,Good,113,Good,58,Good,29,Moderate,2020-01-14 02:00:00
Germany,Bremen,66,Moderate,8,Good,113,Good,99,Good,32,Moderate,2020-09-15 13:00:00
United States of America,Taylors,58,Moderate,14,Good,88,Good,56,Good,34,Moderate,2020-04-26 23:00:00
Russian Federation,Gorkovskiy,38,Good,7,Good,88,Good,4,Good,4,Good,2020-11-08 12:00:00
China,Beibei,166,Unhealthy,11,Good,16,Moderate,86,Good,86,Unhealthy,2020-01-11 04:00:00
Spain,Huesca,37,Good,3,Good,5,Good,72,Good,0,Good,2020-02-01 09:00:00
Ghana,Nsawam,28,Good,8,Good,81,Good,34,Good,0,Good,2020-01-31 09:00:00
Pakistan,Sarhari,165,Unhealthy,3,Good,102,Good,44,Good,77,Unhealthy,2020-08-12 07:00:00
United States of America,Ledyard,41,Good,9,Good,102,Good,25,Good,10,Good,2020-03-13 07:00:00
Germany,Kall,58,Moderate,3,Good,40,Good,49,Good,27,Moderate,2020-10-11 16:00:00
Kazakhstan,Ilyich,161,Unhealthy,8,Good,12,Moderate,55,Good,113,Unhealthy,2020-12-31 14:00:00
India,Phulabani,161,Unhealthy,5,Good,60,Moderate,91,Good,91,Unhealthy,2020-12-19 07:00:00
India,Kodumudi,71,Moderate,8,Good,80,Good,8,Good,29,Moderate,2020-09-16 15:00:00
France,Le Robert,106,Unhealthy for Sensitive Groups,0,Good,82,Good,33,Good,45,Unhealthy for Sensitive Groups,2020-01-21 12:00:00
Russian Federation,Korkino,34,Good,5,Good,117,Good,72,Good,11,Good,2020-10-17 00:00:00
France,Epernay,53,Moderate,14,Good,106,Good,21,Good,20,Moderate,2020-11-27 21:00:00
United States of America,Wayland,47,Good,7,Good,48,Good,82,Good,10,Good,2020-02-14 19:00:00
Chile,Curico,93,Moderate,2,Good,3,Good,70,Good,19,Moderate,2020-10-17 16:00:00
France,Septemes Les Vallons,31,Good,5,Good,95,Good,42,Good,11,Good,2020-12-19 20:00:00
Myanmar,Taunggyi,39,Good,1,Good,117,Good,7,Good,9,Good,2020-06-05 08:00:00
United Republic of Tanzania,Kisesa,24,Good,3,Good,110,Good,25,Good,1,Good,2020-05-10 12:00:00
India,Manohar Thana,168,Unhealthy,7,Good,23,Good,25,Good,138,Unhealthy,2020-07-18 03:00:00
United States of America,Lompoc,38,Good,0,Good,109,Good,78,Good,2,Good,2020-05-04 19:00:00
Russian Federation,Cherdakly,51,Moderate,2,Good,90,Good,33,Good,22,Moderate,2020-04-03 17:00:00
France,Levallois Perret,70,Moderate,2,Good,39,Good,8,Good,28,Moderate,2020-06-03 08:00:00
France,Epernay,53,Moderate,10,Good,19,Good,22,Good,31,Moderate,2020-11-18 01:00:00
Iran (Islamic Republic of),Bandar E Torkaman,153,Unhealthy,5,Good,10,Good,10,Good,122,Unhealthy,2020-08-29 02:00:00
Japan,Inuyama,47,Good,10,Good,67,Good,62,Good,12,Good,2020-07-12 03:00:00
Hungary,Tata,66,Moderate,0,Good,79,Good,73,Good,23,Moderate,2020-06-14 03:00:00
Germany,Wehr,94,Moderate,0,Good,3,Good,29,Good,27,Moderate,2020-03-04 13:00:00
Brazil,Iguaba Grande,61,Moderate,12,Good,13,Good,78,Good,13,Moderate,2020-01-09 14:00:00
Italy,Pavullo Nel Frignano,95,Moderate,8,Good,6,Good,88,Good,35,Moderate,2020-11-21 08:00:00
Belgium,De Pinte,36,Good,8,Good,113,Good,58,Good,7,Good,2020-06-15 13:00:00
Brazil,Caririacu,27,Good,4,Good,111,Good,89,Good,2,Good,2020-01-17 01:00:00
United States of America,Shawnee,95,Moderate,11,Good,63,Good,79,Good,33,Moderate,2020-04-04 11:00:00
India,Neyveli,61,Moderate,9,Good,52,Good,22,Good,26,Moderate,2020-12-07 10:00:00
United States of America,Beeville,36,Good,10,Good,41,Good,32,Good,2,Good,2020-09-17 05:00:00
France,Levallois Perret,70,Moderate,6,Good,101,Good,76,Good,13,Moderate,2020-07-20 16:00:00
United States of America,Rock Springs,22,Good,7,Good,16,Good,61,Good,6,Good,2020-11-10 21:00:00
Poland,Katowice,80,Moderate,6,Good,3,Good,29,Good,32,Moderate,2020-11-10 13:00:00
United States of America,Hopkins,54,Moderate,6,Good,30,Good,67,Good,28,Moderate,2020-09-02 23:00:00
Brazil,Piquete,52,Moderate,5,Good,106,Good,96,Good,14,Moderate,2020-07-03 19:00:00
France,Luneville,38,Good,12,Good,2,Good,3,Good,2,Good,2020-10-03 16:00:00
Poland,Pulawy,30,Good,11,Good,19,Good,21,Good,8,Good,2020-02-09 17:00:00
Madagascar,Arivonimamo,21,Good,14,Good,62,Good,40,Good,10,Good,2020-09-27 05:00:00
Russian Federation,Gusev,34,Good,7,Good,58,Good,88,Good,12,Good,2020-08-18 23:00:00
India,Mundwa,212,Very Unhealthy,12,Good,53,Good,99,Good,157,Very Unhealthy,2020-05-10 10:00:00
United States of America,Orange,51,Moderate,1,Good,89,Good,82,Good,30,Moderate,2020-08-13 05:00:00
Afghanistan,Dawlatabad,92,Moderate,1,Good,62,Good,8,Good,29,Moderate,2020-02-09 23:00:00
United States of America,Rosedale,42,Good,1,Good,49,Good,38,Good,7,Good,2020-03-20 08:00:00
Brazil,Russas,28,Good,3,Good,40,Good,82,Good,4,Good,2020-07-15 15:00:00
Pakistan,Bhopalwala,153,Unhealthy,0,Good,33,Unhealthy for Sensitive Groups,5,Good,84,Unhealthy,2020-11-17 17:00:00
Russian Federation,Izberbash,51,Moderate,5,Good,70,Good,58,Good,25,Moderate,2020-03-08 16:00:00
Poland,Krotoszyn,55,Moderate,6,Good,48,Good,53,Good,26,Moderate,2020-01-06 21:00:00
Venezuela (Bolivarian Republic of),El Tocuyo,39,Good,8,Good,18,Good,37,Good,3,Good,2020-09-20 00:00:00
India,Rudarpur,119,Unhealthy for Sensitive Groups,11,Good,60,Moderate,59,Good,54,Unhealthy for Sensitive Groups,2020-05-17 12:00:00
United States of America,Corsicana,47,Good,5,Good,15,Good,92,Good,3,Good,2020-01-24 10:00:00
France,Ajaccio,44,Good,7,Good,26,Good,58,Good,0,Good,2019-08-09 14:00:00
India,Mangaldai,64,Moderate,13,Good,104,Good,50,Good,34,Moderate,2019-03-27 17:00:00
Brazil,Carazinho,19,Good,8,Good,111,Good,71,Good,11,Good,2019-12-29 02:00:00
Thailand,Chumphon,41,Good,10,Good,15,Good,64,Good,5,Good,2019-03-29 10:00:00
Pakistan,Sarai Naurang,175,Unhealthy,0,Good,65,Moderate,6,Good,131,Unhealthy,2019-04-26 14:00:00
France,Limeil Brevannes,73,Moderate,13,Good,83,Good,20,Good,32,Moderate,2019-07-30 10:00:00
Italy,Porto Empedocle,65,Moderate,14,Good,10,Good,2,Good,22,Moderate,2019-05-27 00:00:00
India,Polur,60,Moderate,8,Good,25,Good,26,Good,34,Moderate,2019-03-31 03:00:00
India,Cumbum,106,Unhealthy for Sensitive Groups,2,Good,74,Good,35,Good,46,Unhealthy for Sensitive Groups,2019-02-09 15:00:00
France,Saint Benoit,57,Moderate,10,Good,92,Good,36,Good,26,Moderate,2019-09-30 13:00:00
Germany,Tostedt,35,Good,10,Good,5,Good,78,Good,3,Good,2019-03-26 15:00:00
France,Saint Sebastien Sur Loire,32,Good,14,Good,57,Good,12,Good,1,Good,2019-05-18 10:00:00
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,9,Good,29,Good,0,Good,35,Moderate,2019-03-23 00:00:00
India,Silvassa,134,Unhealthy for Sensitive Groups,3,Good,11,Good,57,Good,37,Unhealthy for Sensitive Groups,2019-03-23 09:00:00
Italy,Trebaseleghe,78,Moderate,8,Good,6,Good,35,Good,14,Moderate,2019-04-13 14:00:00
Guatemala,San Pedro Sacatepequez,57,Moderate,9,Good,72,Good,30,Good,13,Moderate,2019-02-11 15:00:00
Montenegro,Niksic,79,Moderate,0,Good,35,Good,10,Good,13,Moderate,2019-06-28 01:00:00
Madagascar,Nosy Varika,25,Good,8,Good,52,Good,64,Good,12,Good,2019-02-27 03:00:00
